ID,Is_Lead
VBENBARO,0.22810664504417455
CCMEWNKY,0.2640257956553342
VK3KGA9M,0.2279911518293448
TT8RPZVC,0.22665983201178025
SHQZEYTZ,0.22665983201178025
MZZAQMPT,0.23139020837158078
Y88TW36I,0.23107547832498415
3UGOAQNU,0.22797916761610956
VVUKMUJT,0.27443752984189373
9R363ZXS,0.2341162356516554
BLISM6JE,0.22796701014423282
CH8S7JK7,0.23744574838337756
EAHDPXEJ,0.2641427327105139
BNUK9PRF,0.24237185613969017
GP2PG6FJ,0.22800331020846865
WNQCSN8A,0.22785867668681872
32DN4YVZ,0.24565082311474096
GXAMDANM,0.22797916761610956
MXETLUP4,0.23097131245666838
MPXK6TVE,0.26407519448558514
LBSIME2K,0.23556192863267505
D6ORJTM6,0.2279675720275642
HGDIBAKA,0.2632989445301016
UUZYL9DZ,0.24915214556492077
AUGE3VWK,0.22797972952055753
MX7GOX6Q,0.2319533418473683
TQN6K35W,0.22948125864328392
QQDRMQQN,0.2486038524445045
UP6GC6F4,0.22916286767113855
BMHBUVHB,0.2529410710055592
KGLDW86A,0.2343950270311654
FQEOMOP4,0.2320672825390751
DYWM5MEU,0.2362711237457061
DXHGXV8F,0.22849160421377337
AVFBFQKC,0.23592514203762902
DBIDKYMV,0.23417382483173468
KYZHMEBY,0.2378505921207426
SSFEBUGF,0.22797916761610956
MGJTAG8X,0.24732649158500453
MP6BERDO,0.23230870462970027
GXZ8ED68,0.22797972952055753
ICTFGWQR,0.2554581337113387
EAYHTRKH,0.22665983201178025
6FN97QLQ,0.23009978847289786
3H5MZDDW,0.24457157933633875
2DXZZWSN,0.2286911994680316
MM4QIRE5,0.23119194635007445
HJWVYXUA,0.23310760309154024
RBRSJUP3,0.2644269388082993
YFRQKGXW,0.24499240178347104
N3SADEBV,0.229202631758258
G2A2YYXY,0.22785867668681872
XMGA3WT3,0.23013921771401566
KVZQPSGI,0.2361810180890303
UAKARBBG,0.2278978676861707
WYKKL85Z,0.23642159368093962
GHNYYGRR,0.23026092757070396
UBAJANWT,0.22800331020846865
LSARSF7U,0.22665983201178025
4CNSJVVR,0.2379851899886506
JRHJSWYO,0.24886140098595871
FHZ8SVVI,0.23009051813200398
JUIRE47M,0.2629307471751806
GDIVN2GL,0.22961911001590365
WMF3DYE3,0.26338405783923435
MAQEHEWK,0.23472897508011104
2W8DLKFU,0.22801893519211927
AKGRML6H,0.23009978847289786
B7WUUGCY,0.22857938749811577
TLJOYATM,0.24788850737535328
UH6ZDM3W,0.26325463894457957
7IP5SSRR,0.2640199540881039
PV85PMEB,0.24802855264958798
FGDOY4NI,0.23302409948443728
7YYIXJQE,0.2296786562102144
BHW42XPW,0.23025764272060933
3PKEEAT4,0.2410713328090403
ACFPZ3LM,0.2279911518293448
6GORGNYN,0.2641727177888011
AEPQTMJK,0.23887560388695103
S6FNZFKK,0.22797916761610956
JTYNEKRQ,0.25944164687418997
GPXDPHHC,0.2296041074994736
O8TMKNNB,0.23101981011572423
XSQVHKYG,0.22800331020846865
MJ3CZRAE,0.22665983201178025
3NSQEYBJ,0.24388091095056808
SXVBASGH,0.22797916761610956
5ZIGZYSS,0.22894793249322143
FQSHBCUT,0.24399362736941213
MU45XUBP,0.22938376109553268
BVULDPBI,0.2299992346342016
82GRNPFG,0.26319562365115495
KKBNELBF,0.22785867668681872
HXQGBDGY,0.2279675720275642
28HDZICG,0.2518788344095815
GHBPKPJC,0.22797916761610956
FDWZFSSC,0.2634453715760737
FWTIWZF3,0.22797916761610956
JYMHVPMY,0.2287842347313815
AHUDO2T6,0.264237517090604
ACDHABS3,0.2390159083534429
5NTYJJDV,0.23170836513706353
2M4VPY4V,0.23138676083908213
KAHP9XLF,0.23088636038712532
YRLEWZFQ,0.23124242608285764
JZWVLXHJ,0.23511073161297238
JZZSXUKT,0.23993462795135012
93RURE2J,0.2639738700081184
4RNB6FDV,0.24151328478813186
27E7HMMG,0.22998263276869776
2QEFQQWN,0.22797972952055753
DDTCD2XI,0.23074969854443447
VGVEYSEG,0.26417673262050595
WCXVE7RK,0.22871677520211764
RTN4R3UE,0.22785867668681872
K2PVS4RB,0.22797972952055753
Q36J686Z,0.23178466579166548
NWKHMEOF,0.23437779827695152
PVJYQQGT,0.24014782056309233
GPUMRNWC,0.22797916761610956
LXHCDSVH,0.23489541315901102
BNIUPSVK,0.23136014103582608
FW3QI3WW,0.2303039643623713
IEEUGXMY,0.26295671162770073
FVVXDLBO,0.22797972952055753
UC2JJB6Y,0.2304553670529891
3WPAHP52,0.2506600083181315
HDTCJJOE,0.24978466391341497
UCSB9GKK,0.23001849091632948
HANBFYTH,0.23107526514204188
FLUU2HNV,0.22799707282970447
64PIYWDJ,0.2348914495729697
9AHNH8ZX,0.26403837300474237
KLHUI2SE,0.23138848010593452
YRHYUJFW,0.2654164604553267
G5RWWH7F,0.23446813415037945
SCBT9BAX,0.22665983201178025
UGZGLVNB,0.2377362528229123
2RRNUFBV,0.26524187242233044
B6O59TEY,0.24669018301521423
CYHRRYH6,0.229238421582281
GGYZVHWU,0.23088162050641273
K6AM97RN,0.23007036074629728
ATM5JQYM,0.2298498129572537
7GYZSGWA,0.22797972952055753
DFWUDQCR,0.23572113676089465
E2Z98CR3,0.2626793498314768
GD9KTSLY,0.22797972952055753
2AMRA4OD,0.23009978847289786
CFHZ3ZE6,0.24605860224296242
BOMLVM5K,0.22799707282970447
OBBEGBSY,0.24506718490977478
FJEHOK8W,0.22785867668681872
3GMAEVPJ,0.2308364443348768
WAVDLUTH,0.22797972952055753
6EN8GZX6,0.23237653949137158
VXGA3GKB,0.23385611354877467
U4MZ3U8C,0.2493363401092945
GU4RDP8S,0.26387042134421324
N3TPNHCD,0.23053700012405112
JRRHWQC8,0.25101166098023175
NZ5GBHZK,0.2289271356455822
LCUC2LAJ,0.26319765192771627
DJDSU9D2,0.2659821382697529
647K6DBR,0.2289163284006915
7NFXVESK,0.23027648849543472
EWUWF25N,0.22797916761610956
7QKYPLA8,0.2298504089272967
XQVXWBNO,0.22797972952055753
CNWH4MVA,0.22800331020846865
AFJUJFQD,0.23067386974531048
QKMFDX9H,0.23557791092544816
YYMB5QBY,0.23024901578531987
IRY3SEX7,0.2396798983697386
CUAUZJH8,0.23720841538241136
JYFUYQF5,0.24244029125414976
I4NYEDFE,0.24741310601306624
M3RSPRGQ,0.23391832546610763
JIL3KWQN,0.23217370174587554
X4B5ZBWU,0.23475343196728474
AHYTHHSE,0.22797916761610956
E7EHQEQK,0.24293367561519522
FAMHAVN3,0.264402648640198
CCGKCTR6,0.22979283787824648
6DTSELRV,0.22915404260273817
LU8X3G6O,0.23696493772260444
NPFDAUJY,0.22797916761610956
DR9PXCFU,0.22668402666491683
SHVZMWBV,0.23043816936991543
8TGXGZHX,0.2359966821589351
IKRSHJFW,0.23609136969427535
TYKRZDCP,0.25083593392391335
9IDA3L7P,0.2322189426120973
ASOWCMDB,0.22833857712743863
KZ5J2JGC,0.2647956613946346
D5UCFKTV,0.22799707282970447
2N8FFP7W,0.22832465216154132
SA36MTFS,0.22669460886981302
8UDMURUH,0.23108461461858829
7VSQV6QN,0.2327399637769527
IFUG9NC5,0.22800331020846865
EQXDLQRG,0.23615119494543063
JAR8YY9J,0.23164470729001427
BS4TAF6M,0.22797972952055753
WQJ9SPT9,0.2622281926520486
7QHT4ON2,0.2293565586395622
FNGPQN7B,0.23197256615629552
DDOMDZRU,0.2542682842977247
QYR9HXHP,0.23734883925622505
S4NGXFXY,0.22668100274622852
NOJ2KSCC,0.2640631820605945
ZD2JRUNB,0.2482493073944625
GZIPTSNN,0.22812282110990997
LCFYUVE9,0.2651157404610558
PPANVU9W,0.22796701014423282
DRPV9STB,0.2304553670529891
AFSPF3WZ,0.27038129734192606
GPXEUNND,0.2643407297456031
NSADMDSM,0.22922664068181017
CKWJU8RQ,0.250603264616159
F7MNZSSU,0.22797972952055753
BDGVMPZY,0.2516933584188279
IA3MSRTR,0.23079670612473777
JD3WTPMG,0.24241907821328312
QT6DF6EW,0.2644571054095975
NVDEMCZ2,0.22963374966354097
9B6UTJVT,0.2300434390487592
U6QYES9J,0.22668100274622852
DZQPDSPS,0.23450284862721668
CRGXVSBF,0.2629307471751806
XIHJYS2V,0.2549649960927317
7X2MC5GZ,0.26451494569844713
ZBDVXTM5,0.22796701014423282
UUBQPBR5,0.22994662965013976
CUMZFBTD,0.23185723916949502
E7QXYSQN,0.22665983201178025
6UQAJP48,0.22997475872631365
QHWB768Y,0.22800331020846865
R6RXMXOJ,0.23555270110330542
WXQGZG5K,0.22785867668681872
GCUFKLHG,0.22797972952055753
SJX4372M,0.22797972952055753
VGEAMUZZ,0.23068195792416005
ZWDXVKDF,0.26363572866454904
WGMRCYLR,0.2279675720275642
SI43K5CY,0.23003435941070044
DSNBS2RS,0.23405980330332268
XIMZCKSR,0.2434852145979273
VEW9FXHT,0.22665983201178025
JZJHDDDJ,0.24513491620673408
