ID,Is_Lead
VBENBARO,0.03907725911914628
CCMEWNKY,0.8622892113471025
VK3KGA9M,0.11324751856863793
TT8RPZVC,0.02299861212350486
SHQZEYTZ,0.026657265653629886
MZZAQMPT,0.06976056800852262
Y88TW36I,0.08448643842261853
3UGOAQNU,0.05269289924552222
VVUKMUJT,0.9945877742254817
9R363ZXS,0.13632048669970437
BLISM6JE,0.06618086900389815
CH8S7JK7,0.23382416748463458
EAHDPXEJ,0.8565259579825458
BNUK9PRF,0.32965421256566557
GP2PG6FJ,0.0535411408669084
WNQCSN8A,0.038973999093000644
32DN4YVZ,0.4517505209955504
GXAMDANM,0.05264462529860593
MXETLUP4,0.0658232897157924
MPXK6TVE,0.8371128273488486
LBSIME2K,0.14983017416087305
D6ORJTM6,0.04635807571118991
HGDIBAKA,0.8065383996694365
UUZYL9DZ,0.4114135418163058
AUGE3VWK,0.05293169983470092
MX7GOX6Q,0.0945028750464973
TQN6K35W,0.05600896885075782
QQDRMQQN,0.48600231012685574
UP6GC6F4,0.042237611921411004
BMHBUVHB,0.6306413844694638
KGLDW86A,0.14639122951444333
FQEOMOP4,0.12222489517819428
DYWM5MEU,0.18791475250060072
DXHGXV8F,0.05074986780423891
AVFBFQKC,0.16062584528959545
DBIDKYMV,0.1449675940328532
KYZHMEBY,0.25585844704269767
SSFEBUGF,0.053763237377772694
MGJTAG8X,0.43935346810858306
MP6BERDO,0.13990367040672233
GXZ8ED68,0.04926777114858503
ICTFGWQR,0.6817519278170522
EAYHTRKH,0.028683827034014696
6FN97QLQ,0.08515898581872437
3H5MZDDW,0.3220427072793089
2DXZZWSN,0.03774935962487474
MM4QIRE5,0.07318880850888894
HJWVYXUA,0.17417746648166318
RBRSJUP3,0.8226754529047001
YFRQKGXW,0.39001129964198095
N3SADEBV,0.04937331126139561
G2A2YYXY,0.04303834972090195
XMGA3WT3,0.08192759826318069
KVZQPSGI,0.1803991296593518
UAKARBBG,0.044944010588465366
WYKKL85Z,0.19946805098919446
GHNYYGRR,0.10256807419122509
UBAJANWT,0.060804534577761186
LSARSF7U,0.018346130138083328
4CNSJVVR,0.24086212572505072
JRHJSWYO,0.42850706298040747
FHZ8SVVI,0.06269586143921115
JUIRE47M,0.8501782250884371
GDIVN2GL,0.06003633738094827
WMF3DYE3,0.7917964949284397
MAQEHEWK,0.14712280034785785
2W8DLKFU,0.06919178277306542
AKGRML6H,0.10190447975743978
B7WUUGCY,0.04440550005664373
TLJOYATM,0.451766833301426
UH6ZDM3W,0.8493946526831074
7IP5SSRR,0.8066355641167188
PV85PMEB,0.48550846938998865
FGDOY4NI,0.09457392682584194
7YYIXJQE,0.061632454970408694
BHW42XPW,0.04020917330647195
3PKEEAT4,0.29193650674079413
ACFPZ3LM,0.050248359015746195
6GORGNYN,0.8192765574102058
AEPQTMJK,0.23784069585045173
S6FNZFKK,0.053412702549105844
JTYNEKRQ,0.6571214390769559
GPXDPHHC,0.04720960534764335
O8TMKNNB,0.05011513983437739
XSQVHKYG,0.059401739396682376
MJ3CZRAE,0.02324463404087516
3NSQEYBJ,0.4093087974858008
SXVBASGH,0.044096454414551574
5ZIGZYSS,0.04971314165484047
FQSHBCUT,0.3385110817671786
MU45XUBP,0.04735691995081486
BVULDPBI,0.06425106339628088
82GRNPFG,0.8039361076421437
KKBNELBF,0.04556323454367244
HXQGBDGY,0.0771892068811532
28HDZICG,0.5405601456923914
GHBPKPJC,0.05018400621580588
FDWZFSSC,0.8503502963144219
FWTIWZF3,0.0542771910247127
JYMHVPMY,0.043227887927378285
AHUDO2T6,0.8424034798263628
ACDHABS3,0.3071501330373445
5NTYJJDV,0.0682114920239963
2M4VPY4V,0.09884426392082683
KAHP9XLF,0.0854922460164031
YRLEWZFQ,0.10795204074908397
JZWVLXHJ,0.17406706767171148
JZZSXUKT,0.25376110287645676
93RURE2J,0.8759943952659698
4RNB6FDV,0.2765195045105891
27E7HMMG,0.08711977124229207
2QEFQQWN,0.056108552774604616
DDTCD2XI,0.0965041753082013
VGVEYSEG,0.8224476488506292
WCXVE7RK,0.05892403625570454
RTN4R3UE,0.0405305884435241
K2PVS4RB,0.04863913260487988
Q36J686Z,0.10685130346481926
NWKHMEOF,0.1460913239093667
PVJYQQGT,0.2663515101340805
GPUMRNWC,0.05265167188629219
LXHCDSVH,0.17669846089331104
BNIUPSVK,0.07417682725352459
FW3QI3WW,0.095386008454742
IEEUGXMY,0.8308367208414131
FVVXDLBO,0.054792900384053767
UC2JJB6Y,0.07286383562858531
3WPAHP52,0.5024498926974703
HDTCJJOE,0.5273556779640864
UCSB9GKK,0.06790668851000833
HANBFYTH,0.10847874899336349
FLUU2HNV,0.05423213807869737
64PIYWDJ,0.18887510093544022
9AHNH8ZX,0.8598617361301654
KLHUI2SE,0.042138999622432005
YRHYUJFW,0.8438661312249753
G5RWWH7F,0.1559305693019867
SCBT9BAX,0.02114146595572081
UGZGLVNB,0.26517194323272153
