ID,Is_Lead
VBENBARO,0.06026707157595785
CCMEWNKY,0.8341587030500733
VK3KGA9M,0.09857334718861
TT8RPZVC,0.027095332197988233
SHQZEYTZ,0.025983967088589504
MZZAQMPT,0.061399100726915574
Y88TW36I,0.11141227412663933
3UGOAQNU,0.05397878249896609
VVUKMUJT,0.9951243046415698
9R363ZXS,0.14401682184126813
BLISM6JE,0.06541675584183143
CH8S7JK7,0.22824486088586352
EAHDPXEJ,0.8305774386737365
BNUK9PRF,0.33785410936928795
GP2PG6FJ,0.05348327506545039
WNQCSN8A,0.04246907697535321
32DN4YVZ,0.43845800459991446
GXAMDANM,0.052288497353725656
MXETLUP4,0.058215200720696934
MPXK6TVE,0.8486816990381578
LBSIME2K,0.17637817542012194
D6ORJTM6,0.051635194031940536
HGDIBAKA,0.8306492016841213
UUZYL9DZ,0.371495358415259
AUGE3VWK,0.05357209599867675
MX7GOX6Q,0.08630862870434322
TQN6K35W,0.06095010880133135
QQDRMQQN,0.4911712683881421
UP6GC6F4,0.04761121383606657
BMHBUVHB,0.5785516486250084
KGLDW86A,0.15619689976528697
FQEOMOP4,0.11923630475664833
DYWM5MEU,0.1788124478211044
DXHGXV8F,0.0532303830916115
AVFBFQKC,0.1493999800262385
DBIDKYMV,0.1256822519652917
KYZHMEBY,0.1967290540998071
SSFEBUGF,0.04893940203911462
MGJTAG8X,0.650473149861163
MP6BERDO,0.16728315721742357
GXZ8ED68,0.049834031086927695
ICTFGWQR,0.5492587666259172
EAYHTRKH,0.02939418953069318
6FN97QLQ,0.12980549378037617
3H5MZDDW,0.36536178514698203
2DXZZWSN,0.04403671361577171
MM4QIRE5,0.06754758708914516
HJWVYXUA,0.15162911451229433
RBRSJUP3,0.8343997559037605
YFRQKGXW,0.4223694463436782
N3SADEBV,0.03157344893985951
G2A2YYXY,0.05751301931444043
XMGA3WT3,0.05683744564789063
KVZQPSGI,0.1742622825786979
UAKARBBG,0.04352042022878881
WYKKL85Z,0.1324650839384997
