ID,Is_Lead
VBENBARO,0.030233374682900858
CCMEWNKY,0.7585445416591122
VK3KGA9M,0.06746928529592529
TT8RPZVC,0.017752507280291496
SHQZEYTZ,0.026503034417734935
MZZAQMPT,0.06655989936692822
Y88TW36I,0.10613332146847003
3UGOAQNU,0.10664482932571882
VVUKMUJT,0.992964105971336
9R363ZXS,0.11574227024773999
BLISM6JE,0.09140747240758783
CH8S7JK7,0.14809119421123454
EAHDPXEJ,0.8116094590224834
BNUK9PRF,0.290830059397707
GP2PG6FJ,0.08977447236955854
WNQCSN8A,0.030546203952465996
32DN4YVZ,0.328421903928164
GXAMDANM,0.07012556859526924
MXETLUP4,0.04397745828356263
MPXK6TVE,0.8180553191364077
LBSIME2K,0.14314686764911735
D6ORJTM6,0.04898370986234398
HGDIBAKA,0.8158856587958875
UUZYL9DZ,0.45575127341828653
AUGE3VWK,0.04220391802174031
MX7GOX6Q,0.09965085591437246
TQN6K35W,0.03860310436057263
QQDRMQQN,0.5118005943817087
UP6GC6F4,0.029465729146638347
BMHBUVHB,0.5463037387504494
KGLDW86A,0.13192466957166107
FQEOMOP4,0.20856434984033428
DYWM5MEU,0.12495275451204314
DXHGXV8F,0.10824746323774373
AVFBFQKC,0.12390561553373997
DBIDKYMV,0.09435738955681826
KYZHMEBY,0.22398910265397134
SSFEBUGF,0.08827168088403507
MGJTAG8X,0.43238885675279726
MP6BERDO,0.20832422009396334
GXZ8ED68,0.06100373079064915
ICTFGWQR,0.6148644301226178
EAYHTRKH,0.018302395027391772
6FN97QLQ,0.07838555890002999
3H5MZDDW,0.35120787764401507
2DXZZWSN,0.03328462199141889
MM4QIRE5,0.07254567427431599
HJWVYXUA,0.10404026409672343
RBRSJUP3,0.7027578495115289
YFRQKGXW,0.3260145854728331
N3SADEBV,0.035852828920557286
G2A2YYXY,0.030338376322043423
XMGA3WT3,0.05892992717956667
KVZQPSGI,0.17893040412780453
UAKARBBG,0.050297899369715134
WYKKL85Z,0.24134322916809509
GHNYYGRR,0.11071431581728798
UBAJANWT,0.04530821553218903
LSARSF7U,0.017915972004065906
4CNSJVVR,0.17314449545867444
JRHJSWYO,0.29315355350709627
FHZ8SVVI,0.04567711962534509
JUIRE47M,0.9249165204024223
GDIVN2GL,0.03860923390194549
WMF3DYE3,0.796830813985537
MAQEHEWK,0.11285234784004183
2W8DLKFU,0.08063132932359199
AKGRML6H,0.16149031593155266
B7WUUGCY,0.05616963506574219
TLJOYATM,0.4917029954502037
UH6ZDM3W,0.9294646962829606
7IP5SSRR,0.7546175054293618
PV85PMEB,0.38034839885035837
FGDOY4NI,0.08045806906061363
7YYIXJQE,0.08425683767755988
BHW42XPW,0.05159774734387996
3PKEEAT4,0.14420029306841636
ACFPZ3LM,0.07974847654304297
6GORGNYN,0.7819144945436051
AEPQTMJK,0.14955663006184783
S6FNZFKK,0.0876371938133406
JTYNEKRQ,0.6419482497129414
GPXDPHHC,0.04148484975857685
O8TMKNNB,0.05173587779944456
XSQVHKYG,0.06628018092879559
MJ3CZRAE,0.018466697447000302
3NSQEYBJ,0.375129263768216
SXVBASGH,0.08089533268644285
5ZIGZYSS,0.012080178261662014
FQSHBCUT,0.34533430524450087
MU45XUBP,0.03495851347537075
BVULDPBI,0.05209208720784739
82GRNPFG,0.7267345540313874
KKBNELBF,0.02657193382194113
HXQGBDGY,0.033315588422395785
28HDZICG,0.4044440877323488
GHBPKPJC,0.05657666978251342
FDWZFSSC,0.8865170514286465
FWTIWZF3,0.09739675358049892
JYMHVPMY,0.027055982251698026
AHUDO2T6,0.8132741640217249
ACDHABS3,0.34197766816684
5NTYJJDV,0.04847566426389572
2M4VPY4V,0.07086585533970155
KAHP9XLF,0.052514497198034214
YRLEWZFQ,0.12236371715103599
JZWVLXHJ,0.15223866783354348
JZZSXUKT,0.19652820232647394
93RURE2J,0.7878797228063854
4RNB6FDV,0.2558354513818041
27E7HMMG,0.06709124122514504
2QEFQQWN,0.017618890937493952
DDTCD2XI,0.041167869712242025
VGVEYSEG,0.7720972175249914
WCXVE7RK,0.03488723907860339
RTN4R3UE,0.04281090353827459
K2PVS4RB,0.05852166081301251
Q36J686Z,0.07605335814416264
NWKHMEOF,0.09246691654746249
PVJYQQGT,0.17621804334071406
GPUMRNWC,0.09296669456561085
LXHCDSVH,0.11647429114174133
BNIUPSVK,0.07738245659496239
FW3QI3WW,0.022504141735712194
IEEUGXMY,0.9142722941980244
FVVXDLBO,0.08135381675263217
UC2JJB6Y,0.05581153375170564
3WPAHP52,0.33640565418395646
HDTCJJOE,0.3833547894206642
UCSB9GKK,0.06532160836473506
HANBFYTH,0.1345203368692773
FLUU2HNV,0.06482055480517908
64PIYWDJ,0.21228396078271808
9AHNH8ZX,0.8033321680013615
KLHUI2SE,0.02127420952368955
YRHYUJFW,0.7961633873008854
G5RWWH7F,0.07239453226549246
SCBT9BAX,0.016950553251616308
UGZGLVNB,0.24140499151690784
2RRNUFBV,0.6592672042091647
